id,plate,state,license_type,summons_number,issue_date,summons_image,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
1755,BDG6232,NY,PAS,8857879770,03/11/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5QVkdNelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:12P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,102,Q,TRAFFIC,,
1756,FFS9664,NY,PAS,4650146379,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWswelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:42A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1757,GYL8521,NY,PAS,4650146331,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWsxNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:42A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1758,HPL9680,NY,PAS,4650146525,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWxWNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:45A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1759,HMP6510,NY,PAS,4650146574,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWxVelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:46A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1760,CTP9412,NY,PAS,4650146495,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWxFMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:45A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1761,IVS488,SC,PAS,8665694869,10/12/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPUkdjeVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:54P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,084,K,TRAFFIC,HEARING HELD-GUILTY,
1762,JFZ4360,PA,PAS,8665694882,10/12/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPUkdjMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:48P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,084,K,TRAFFIC,,
1763,FEP7350,NY,PAS,4650146719,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYW1ONFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:48A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1764,HAZ4833,NY,PAS,4650146756,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYW1NeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:49A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1765,KCM1029,PA,PAS,8665694924,10/13/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPUkd0NVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",00:46A,NO PARKING-STREET CLEANING,45,0,0,0,45,0,084,K,TRAFFIC,,
1766,3CH975,OK,PAS,8704208092,12/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVTWGRQUkVFMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:06P,SAFETY ZONE,115,0,0,115,0,0,032,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
1767,JCS4022,NY,PAS,4650146586,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWxVMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:46A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1768,GWB9909,NY,PAS,4650146604,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWxsM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:47A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1769,KFL6632,NY,PAS,4703832549,08/18/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMTZaM3BOYWxVd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:47P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1770,FGY6409,NY,PAS,8819729118,10/30/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVZM2xQVkVWNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:11A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,079,K,TRAFFIC,,
1771,JAF1989,NY,PAS,8711504080,02/26/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGRPUkVFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:43A,NO STANDING-COMM METER ZONE,115,0,0,0,115,0,014,NY,TRAFFIC,,
1772,ETW9411,NY,PAS,4650146616,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWxsNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:47A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
1773,84942JP,NY,COM,4650146641,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYWxrd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:47A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1774,HPU5439,NY,PAS,8857879896,03/11/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5QVkdjMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:47P,FIRE HYDRANT,115,0,0,0,115,0,102,Q,TRAFFIC,,
1775,HUY9219,NY,PAS,8665695175,10/13/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPVkVVelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:32A,NO PARKING-STREET CLEANING,45,10,0,0,55,0,088,K,TRAFFIC,,
1776,HCD8700,NY,PAS,8704208158,12/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVTWGRQUkVVeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:40P,DOUBLE PARKING,115,10,0,0,125,0,032,NY,TRAFFIC,HEARING HELD-GUILTY,
1777,DVS4719,NY,PAS,4650146768,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYW1NeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:49A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1778,EFN1951,NY,PAS,8857879951,03/11/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaek5QVkdzeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:09P,FIRE HYDRANT,115,0,0,0,115,0,102,Q,TRAFFIC,,
1779,HYR3970,NY,PAS,4650146781,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYW1NMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:50A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1780,JDM7169,NY,PAS,8857880370,03/16/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZaelJOUkUwelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:36P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,104,Q,TRAFFIC,,
1781,JBB3317,NY,PAS,4650146793,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYW1NMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:50A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1782,JBE1990,NY,OMS,8704208134,12/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVTWGRQUkVWNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:25P,FIRE HYDRANT,115,0,0,0,115,0,032,NY,TRAFFIC,,
1783,JKBA85,FL,PAS,8857907624,12/03/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZhM2RPZWxsNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:07A,FAIL TO DSPLY MUNI METER RECPT,65,0,0,0,65,0,019,NY,TRAFFIC,,
1784,HFZ4463,NY,PAS,4650146770,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYW1NelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:49A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,
1785,HXD5360,NY,PAS,4650146872,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYW1jelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:53A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1786,D8892,DE,PAS,8665695941,10/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPVkdzd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:53P,FIRE HYDRANT,115,10,0,0,125,0,061,K,TRAFFIC,,
1787,GRH1932,NY,PAS,4650147001,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWtGM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:56A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1788,HMZ2174,NY,PAS,4650146999,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYW1zMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:56A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1789,XDVB48,NJ,PAS,8641886217,11/01/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaelJPYWtsNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:22A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,018,NY,TRAFFIC,HEARING HELD-GUILTY,
1790,FET6553,NY,PAS,8528312434,04/27/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGhOYWxGNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1791,44298MK,NY,COM,8711504092,02/26/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGRPUkVFMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:46A,NO STD(EXC TRKS/GMTDST NO-TRK),115,0,0,115,0,0,014,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
1792,HTH2055,NY,PAS,8857916248,01/21/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZhM2hPYWtrd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:00A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,023,NY,TRAFFIC,,
1793,KGJ8128,NY,PAS,8857917710,01/29/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZhM2hPZW1ONFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:38A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,019,NY,TRAFFIC,,
1794,HHX5657,NY,PAS,4710324920,10/07/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamVFMUVUWGxPUkd0NVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:08P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1795,24220MC,NY,COM,8711504109,02/26/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGRPUkVWM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:52A,DOUBLE PARKING-MIDTOWN COMML,115,0,0,15,100,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1796,GG159U,NY,PAS,4650146975,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPYW1zelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:55A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1797,FL675ABG,IN,PAS,8685405026,08/21/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVVWGRPVkVGNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:26P,FIRE HYDRANT,115,0,0,0,115,0,052,BX,TRAFFIC,,
1798,TAMER34,NY,COM,8665696222,10/17/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPYWtsNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:37P,FIRE HYDRANT,115,10,0,0,125,0,070,K,TRAFFIC,,
1799,CMK6816,NY,PAS,4650147165,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWtVeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:00A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1800,AJ11424,AZ,PAS,8665696039,10/17/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPYWtGNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:45A,NGHT PKG ON RESID STR-COMM VEH,65,0,0,65,0,0,060,K,TRAFFIC,HEARING HELD-NOT GUILTY,
1801,DKF1335,NC,PAS,8665696210,10/17/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPYWtsNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:33P,NO STANDING-DAY/TIME LIMITS,115,10,0,0,125,0,070,K,TRAFFIC,,
1802,HUW2867,NY,PAS,4650147190,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWtVMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:01A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1803,12970MM,NY,COM,8857955771,12/05/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZhekZPVkdNelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:59A,FAIL TO DSPLY MUNI METER RECPT,65,0,0,0,65,0,014,NY,TRAFFIC,HEARING HELD-GUILTY,
1804,FDN1584,NY,PAS,4650147207,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWtsM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:01A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1805,JBE6120,NY,PAS,4650147219,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWtsNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:01A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1806,75904MM,NY,COM,8858053485,11/05/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVRVEZOZWxFMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:06A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,019,NY,TRAFFIC,,
1807,GTB3005,NY,PAS,8553288160,06/07/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VMTZTVFJQUkVVeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:47A,NO PARKING-STREET CLEANING,45,30,0,0,75,0,115,Q,TRAFFIC,,
1808,HVY8866,NY,PAS,5110844823,06/23/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVFMUVaekJPUkdkNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:29P,FAILURE TO STOP AT RED LIGHT,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1809,GZC6217,NY,PAS,8665696441,10/18/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPYWxFd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:12A,NO PARKING-DAY/TIME LIMITS,60,10,0,0,70,0,062,K,TRAFFIC,,
1810,GAJ3401,NY,PAS,4650147499,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWxFMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:06A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1811,T691796C,NY,OMT,8665696660,10/18/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFZPYWxreVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:19A,FIRE HYDRANT,115,10,0,0,125,0,062,K,TRAFFIC,,
1812,GCE8959,NY,PAS,4650147360,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWsweVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:04A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1813,HPN9361,NY,999,8528317882,05/27/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGhPZW1jMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1814,HRE8961,NY,999,8528318114,05/31/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGhQUkVWNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1815,P693072,IL,PAS,8528319556,06/08/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGhQVkZVeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1816,P693072,IL,PAS,8528319568,06/08/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGhQVkZVeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1817,VTH9082,VA,PAS,8528319635,06/09/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVUWGhQVkZsNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1818,HUW3444,NY,PAS,4703832574,08/18/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMTZaM3BOYWxVelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:48P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1819,HTY2453,NY,PAS,4650147396,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWswMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:05A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1820,XFXE77,NJ,PAS,8641886801,11/05/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaelJPYW1kM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:45P,FAIL TO DISP. MUNI METER RECPT,65,10,0,0,75,0,014,NY,TRAFFIC,,
1821,FTW2942,NY,PAS,8675385195,03/08/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wNVVUVFJPVkVVMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:41P,EXPIRED MUNI METER,35,30,0,0,65,0,066,K,TRAFFIC,HEARING HELD-GUILTY,
1822,62976JM,NY,COM,8711504158,02/26/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGRPUkVVeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:06A,NO STANDING-DAY/TIME LIMITS,115,0,0,15,100,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1823,GVM8472,NY,PAS,4650147384,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWswMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:04A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,
1824,HVC3626,NY,PAS,4650147440,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWxFd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:05A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1825,HPB4249,NY,PAS,4650147372,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWswelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:04A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1826,GLM9013,NY,PAS,4650147529,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWxWNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:08A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1827,FSL2388,NY,PAS,8685405956,08/29/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVVWGRPVkdzeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:40P,FAIL TO DSPLY MUNI METER RECPT,35,10,0,0,45,0,052,BX,TRAFFIC,,
1828,JEL7253,NY,PAS,4650147542,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJPZWxVd1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:08A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1829,JNS1517,NY,PAS,8858057314,11/30/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVRVEZPZWsxNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:39A,NO STANDING-COMM METER ZONE,115,0,0,0,115,0,020,NY,TRAFFIC,,
1830,HCZ7441,NY,PAS,8553288274,06/07/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VMTZTVFJQUkVrelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:50A,FAIL TO DSPLY MUNI METER RECPT,35,30,0,65,0,0,115,Q,TRAFFIC,HEARING HELD-NOT GUILTY,
1831,17526MG,NY,COM,8858061871,12/30/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVRVEpOVkdjelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:41A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,024,NY,TRAFFIC,,
1832,JEB2015,NY,PAS,4703832616,08/18/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMTZaM3BOYWxsNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:48P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
